,5-10,10-20,knife,img,match,set
1,0.951454919459278,0.850245029183973,E10:E10,1,match,2
2,0.935297075889647,0.763370175999168,E10:E10,2,match,2
3,0.939212784299179,0.783276989185606,E10:E10,3,match,2
4,0.964525249529292,0.82095473137184,E10:E10,4,match,2
5,0.966472338114578,0.854360706763279,E10:E10,5,match,2
6,0.975523882981989,0.847048489895539,E10:E10,6,match,2
7,0.958358054424056,0.839508730160997,E10:E10,7,match,2
8,0.925685322607172,0.896274819565651,E10:E10,8,match,2
9,0.956856030873159,0.897693246453626,E10:E10,9,match,2
10,0.797172046243213,0.74920529595676,T10:T10,1,match,2
11,0.852905183673157,0.798662562169916,T10:T10,2,match,2
12,0.787931692512394,0.779165692360168,T10:T10,3,match,2
13,0.76827030114376,0.705473724754858,T10:T10,4,match,2
14,0.794880896593917,0.676593999232928,T10:T10,5,match,2
15,0.476324303756971,0.645488858200265,T10:T10,6,match,2
16,0.413361065300478,0.690870909845807,T10:T10,7,match,2
17,0.621323323777495,0.661518198094262,T10:T10,8,match,2
18,0.735866193839799,0.636757248148935,T10:T10,9,match,2
19,0.921018393614246,0.867675981712681,E48:E48,1,match,2
20,0.961665582656578,0.852961297515046,E48:E48,2,match,2
21,0.968658220115828,0.864671361058988,E48:E48,3,match,2
22,0.961789822615191,0.913326630878047,E48:E48,4,match,2
23,0.980402318556728,0.963369044713282,E48:E48,5,match,2
24,0.983677075848546,0.958634912005605,E48:E48,6,match,2
25,0.951455439754039,0.934179394978549,E48:E48,7,match,2
26,0.943389735631121,0.924155361855119,E48:E48,8,match,2
27,0.950932728727647,0.873208806970696,E48:E48,9,match,2
28,0.866873963894683,0.804638827770071,E39:E39,1,match,2
29,0.72649168443347,0.774666916002571,E39:E39,2,match,2
30,0.601852030924964,0.602196431621773,E39:E39,3,match,2
31,0.834605481039264,0.611779959361139,E39:E39,4,match,2
32,0.82678155670744,0.467128617535533,E39:E39,5,match,2
33,0.954839483276999,0.730102090594253,E39:E39,6,match,2
34,0.954297850382228,0.816268528900414,E39:E39,7,match,2
