"","model","k","classes","match","df","logodds","matching"
"1","1","2",12.7002203552524,"match",5,5.51563561924146,"match"
"2","1","2",13.8116736214876,"match",5,5.99833363966076,"match"
"3","1","2",10.0695662405616,"match",5,4.37315705343518,"match"
"4","1","2",11.4916631651122,"match",5,4.99076590049907,"match"
"5","1","2",9.1736733172309,"match",5,3.98407570045648,"match"
"6","1","2",14.8787382683015,"match",5,6.4617539276061,"match"
"7","1","2",13.7993339333177,"match",5,5.99297458118016,"match"
"8","1","2",9.93090259202804,"match",5,4.31293619603648,"match"
"9","1","2",14.344283651635,"match",5,6.22964323676011,"match"
"10","1","2",-6.35922341064914,"nonmatch",5,-2.7617756364349,"nonmatch"
"11","1","2",-6.880817066388,"nonmatch",5,-2.98830088291803,"nonmatch"
"12","1","2",-8.00342313220681,"nonmatch",5,-3.47584250265426,"nonmatch"
"13","1","2",-6.28154877134896,"nonmatch",5,-2.728041969203,"nonmatch"
"14","1","2",-8.04145614018686,"nonmatch",5,-3.49236002815018,"nonmatch"
"15","1","2",-5.37894493303101,"nonmatch",5,-2.33604610287682,"nonmatch"
"16","1","2",-6.37408455659451,"nonmatch",5,-2.76822975011373,"nonmatch"
"17","1","2",-8.32578934231235,"nonmatch",5,-3.61584436885516,"nonmatch"
"18","1","2",-7.28736541191971,"nonmatch",5,-3.16486258600935,"nonmatch"
"19","1","2",-8.33907260659722,"nonmatch",5,-3.62161321723574,"nonmatch"
"20","1","2",-4.1776967725305,"nonmatch",5,-1.81435065537502,"nonmatch"
"21","1","2",-7.11071081323638,"nonmatch",5,-3.08814246859834,"nonmatch"
"22","1","2",-7.43699644094579,"nonmatch",5,-3.22984651623688,"nonmatch"
"23","1","2",-8.72584041063859,"nonmatch",5,-3.78958434030875,"nonmatch"
"24","1","2",-5.9955282452711,"nonmatch",5,-2.60382483301633,"nonmatch"
"25","1","2",-9.54729482057881,"nonmatch",5,-4.14633745768087,"nonmatch"
"26","1","2",-5.81195497639603,"nonmatch",5,-2.52409997531894,"nonmatch"
"27","1","2",-9.8037222660127,"nonmatch",5,-4.25770248224136,"nonmatch"
"28","1","2",-6.24226872795399,"nonmatch",5,-2.71098286310765,"nonmatch"
"29","1","2",-7.17056262367473,"nonmatch",5,-3.11413577960364,"nonmatch"
"30","1","2",-7.1909040507595,"nonmatch",5,-3.12296994914059,"nonmatch"
"31","1","2",-8.62875113484588,"nonmatch",5,-3.74741900357999,"nonmatch"
"32","1","2",-8.02251938958331,"nonmatch",5,-3.48413590185787,"nonmatch"
"33","1","2",-9.49791039055824,"nonmatch",5,-4.124890072231,"nonmatch"
"34","1","2",-7.0091088372937,"nonmatch",5,-3.04401729109597,"nonmatch"
"35","1","2",-4.14598713207597,"nonmatch",5,-1.80057933350248,"nonmatch"
"36","1","2",-6.41469149453152,"nonmatch",5,-2.78586511918676,"nonmatch"
"37","1","2",-4.05643894831278,"nonmatch",5,-1.76168905142967,"nonmatch"
"38","1","2",-5.3352662483753,"nonmatch",5,-2.31707669115406,"nonmatch"
"39","1","2",-6.84031983927151,"nonmatch",5,-2.97071316064896,"nonmatch"
"40","1","2",-3.47098195015535,"nonmatch",5,-1.50742830773826,"nonmatch"
"41","1","2",-6.04043857092428,"nonmatch",5,-2.62332913962798,"nonmatch"
"42","1","2",-7.06535218917184,"nonmatch",5,-3.06844346846039,"nonmatch"
"43","1","2",-6.8984891457216,"nonmatch",5,-2.99597576945637,"nonmatch"
"44","1","2",-5.3382707296815,"nonmatch",5,-2.31838152080632,"nonmatch"
"45","1","2",-3.69239546215834,"nonmatch",5,-1.60358697421997,"nonmatch"
"46","1","2",-7.59099282540675,"nonmatch",5,-3.29672629624132,"nonmatch"
"47","1","2",-6.44807893080344,"nonmatch",5,-2.80036509852455,"nonmatch"
"48","1","2",-5.64214123058378,"nonmatch",5,-2.45035080256136,"nonmatch"
"49","1","2",-7.556911576144,"nonmatch",5,-3.28192499775014,"nonmatch"
"50","1","2",-7.19500401549334,"nonmatch",5,-3.1247505412005,"nonmatch"
"51","1","2",-8.0582397184872,"nonmatch",5,-3.49964904359261,"nonmatch"
"52","1","2",-7.65527250778558,"nonmatch",5,-3.32464260759695,"nonmatch"
"53","1","2",-5.29418568512185,"nonmatch",5,-2.29923562921961,"nonmatch"
"54","1","2",-7.81216518528501,"nonmatch",5,-3.39278023168598,"nonmatch"
"55","1","2",-8.88324038336069,"nonmatch",5,-3.85794227991368,"nonmatch"
"56","1","2",-9.54228796750717,"nonmatch",5,-4.14416300902016,"nonmatch"
"57","1","2",-9.39175032223886,"nonmatch",5,-4.07878534036142,"nonmatch"
"58","1","2",-4.8295540157805,"nonmatch",5,-2.09744865910716,"nonmatch"
"59","1","2",-7.40325331171347,"nonmatch",5,-3.21519206140913,"nonmatch"
"60","1","2",-7.48362576225,"nonmatch",5,-3.25009737317419,"nonmatch"
"61","1","2",-6.59406867521741,"nonmatch",5,-2.863767638938,"nonmatch"
"62","1","2",-6.86944402302206,"nonmatch",5,-2.98336163294176,"nonmatch"
"63","1","2",-8.19555662676935,"nonmatch",5,-3.55928501913156,"nonmatch"
"64","1","2",-8.00805032023061,"nonmatch",5,-3.47785206487972,"nonmatch"
"65","1","2",-8.64577756053416,"nonmatch",5,-3.75481348630294,"nonmatch"
"66","1","2",-6.59020239163145,"nonmatch",5,-2.86208853331115,"nonmatch"
"67","1","2",-6.85852787753465,"nonmatch",5,-2.97862081119292,"nonmatch"
"68","1","2",-6.72623452193379,"nonmatch",5,-2.921166536863,"nonmatch"
"69","1","2",-4.52839389598122,"nonmatch",5,-1.96665648090901,"nonmatch"
"70","1","2",-6.07137075061009,"nonmatch",5,-2.63676281457877,"nonmatch"
"71","1","2",-7.8320322980513,"nonmatch",5,-3.40140840913172,"nonmatch"
"72","1","2",-9.75050572122689,"nonmatch",5,-4.23459083049492,"nonmatch"
"73","1","2",-8.01081239545677,"nonmatch",5,-3.47905161890904,"nonmatch"
"74","1","2",-8.38625914555123,"nonmatch",5,-3.64210607072358,"nonmatch"
"75","1","2",-9.29855766894445,"nonmatch",5,-4.03831228528174,"nonmatch"
"76","1","2",-9.39261743837717,"nonmatch",5,-4.07916192411546,"nonmatch"
"77","1","2",-6.33651959546772,"nonmatch",5,-2.75191549478346,"nonmatch"
"78","1","2",-9.30433000736585,"nonmatch",5,-4.04081918000583,"nonmatch"
"79","1","2",-9.49042606530822,"nonmatch",5,-4.12163967107415,"nonmatch"
"80","1","2",-8.13860057887896,"nonmatch",5,-3.53454932182174,"nonmatch"
"81","1","2",-9.66181875193839,"nonmatch",5,-4.19607456911621,"nonmatch"
"82","1","2",13.2143727886201,"match",5,5.73892918391019,"match"
"83","1","2",9.78730756859468,"match",5,4.2505736697306,"match"
"84","1","2",7.29260959618814,"match",5,3.16714010629921,"match"
"85","1","2",4.67179162844254,"match",5,2.0289333248344,"match"
"86","1","2",6.33333897816095,"match",5,2.75053417023808,"match"
"87","1","2",6.58883137803599,"match",5,2.86149310967203,"match"
"88","1","2",9.54264773758488,"match",5,4.14431925517967,"match"
"89","1","2",4.92918260045562,"match",5,2.1407168036714,"match"
"90","1","2",8.72499221578847,"match",5,3.78921597396576,"match"
"91","1","2",14.9609091485755,"match",5,6.49744028748222,"match"
"92","1","2",-8.88716389709239,"nonmatch",5,-3.85964624027703,"nonmatch"
"93","1","2",-3.65152263734689,"nonmatch",5,-1.58583613194456,"nonmatch"
"94","1","2",-9.00921074716111,"nonmatch",5,-3.91265051379554,"nonmatch"
"95","1","2",-7.68231420241544,"nonmatch",5,-3.33638666635601,"nonmatch"
"96","1","2",-9.17268180563905,"nonmatch",5,-3.9836450924434,"nonmatch"
"97","1","2",-8.48915261391388,"nonmatch",5,-3.68679213625736,"nonmatch"
"98","1","2",-7.26623772474697,"nonmatch",5,-3.15568694805485,"nonmatch"
"99","1","2",-6.23194544294639,"nonmatch",5,-2.70649951739374,"nonmatch"
"100","1","2",-7.79706543720856,"nonmatch",5,-3.38622249441824,"nonmatch"
"101","1","2",-9.38029671059545,"nonmatch",5,-4.07381110002683,"nonmatch"
"102","1","2",-8.67869486352134,"nonmatch",5,-3.76910928934941,"nonmatch"
"103","1","2",-8.28186069174648,"nonmatch",5,-3.59676639831694,"nonmatch"
"104","1","2",-7.99604877242644,"nonmatch",5,-3.47263985889407,"nonmatch"
"105","1","2",-9.57091761548668,"nonmatch",5,-4.15659670715649,"nonmatch"
"106","1","2",-8.68985667361828,"nonmatch",5,-3.77395680188257,"nonmatch"
"107","1","2",-4.21428672108881,"nonmatch",5,-1.83024146812702,"nonmatch"
"108","1","2",-8.37990105097192,"nonmatch",5,-3.63934478533237,"nonmatch"
"109","1","2",-7.53923542289244,"nonmatch",5,-3.27424834193172,"nonmatch"
"110","1","2",-2.4456182791506,"nonmatch",5,-1.06211852347683,"nonmatch"
"111","1","2",-8.33670248162966,"nonmatch",5,-3.62058388504091,"nonmatch"
"112","1","2",-6.09332231356561,"nonmatch",5,-2.6462962572395,"nonmatch"
"113","1","2",-7.02639036399351,"nonmatch",5,-3.05152256278056,"nonmatch"
"114","1","2",-9.91654202412923,"nonmatch",5,-4.30669948064103,"nonmatch"
"115","1","2",-5.57317222791272,"nonmatch",5,-2.42039794527894,"nonmatch"
