"","model","k","classes","match","df","logodds","matching"
"1","1","2",26.5155052425583,"match",20,11.5155376117198,"match"
"2","1","2",30.1805367664186,"match",20,13.1072405785338,"match"
"3","1","2",23.0903411104958,"match",20,10.0280077295521,"match"
"4","1","2",26.2712353332547,"match",20,11.4094525380143,"match"
"5","1","2",19.9533268021264,"match",20,8.66561972577574,"match"
"6","1","2",33.6765217597276,"match",20,14.6255275699445,"match"
"7","1","2",30.0189961297414,"match",20,13.0370843714218,"match"
"8","1","2",21.2719181020578,"match",20,9.2382766512216,"match"
"9","1","2",34.065635553774,"match",20,14.7945175435313,"match"
"10","1","2",-9.71008930481419,"nonmatch",20,-4.21703820386858,"nonmatch"
"11","1","2",-10.2698416997409,"nonmatch",20,-4.46013558021739,"nonmatch"
"12","1","2",-11.3712028891667,"nonmatch",20,-4.93845066736743,"nonmatch"
"13","1","2",-9.52848720381548,"nonmatch",20,-4.13816941350281,"nonmatch"
"14","1","2",-11.7100664719631,"nonmatch",20,-5.08561725149387,"nonmatch"
"15","1","2",-8.42390860124573,"nonmatch",20,-3.65845702157836,"nonmatch"
"16","1","2",-9.73225046224937,"nonmatch",20,-4.22666267225527,"nonmatch"
"17","1","2",-11.7628913024848,"nonmatch",20,-5.10855878389692,"nonmatch"
"18","1","2",-10.842507379621,"nonmatch",20,-4.70884112496467,"nonmatch"
"19","1","2",-10.7921011701187,"nonmatch",20,-4.68694998632418,"nonmatch"
"20","1","2",-6.49043091579144,"nonmatch",20,-2.81875833190249,"nonmatch"
"21","1","2",-9.26860864263691,"nonmatch",20,-4.025305588418,"nonmatch"
"22","1","2",-9.45104113763872,"nonmatch",20,-4.10453501431713,"nonmatch"
"23","1","2",-11.9217396725927,"nonmatch",20,-5.17754575449411,"nonmatch"
"24","1","2",-8.27056342214776,"nonmatch",20,-3.59186005646965,"nonmatch"
"25","1","2",-11.8424004307104,"nonmatch",20,-5.14308915954623,"nonmatch"
"26","1","2",-8.88850932275809,"nonmatch",20,-3.86023055121945,"nonmatch"
"27","1","2",-12.2171820734458,"nonmatch",20,-5.30585475890485,"nonmatch"
"28","1","2",-9.58476206624032,"nonmatch",20,-4.16260927572378,"nonmatch"
"29","1","2",-9.22401334121332,"nonmatch",20,-4.00593809509092,"nonmatch"
"30","1","2",-9.70615374350666,"nonmatch",20,-4.21532901130953,"nonmatch"
"31","1","2",-11.8706592295385,"nonmatch",20,-5.15536179994249,"nonmatch"
"32","1","2",-10.450470423691,"nonmatch",20,-4.53858163830215,"nonmatch"
"33","1","2",-11.7142230504791,"nonmatch",20,-5.08742243060695,"nonmatch"
"34","1","2",-10.1948306884279,"nonmatch",20,-4.42755871192218,"nonmatch"
"35","1","2",-6.41132821266184,"nonmatch",20,-2.78440446442967,"nonmatch"
"36","1","2",-9.94315312006802,"nonmatch",20,-4.31825653276464,"nonmatch"
"37","1","2",-5.73906391406289,"nonmatch",20,-2.49244378916759,"nonmatch"
"38","1","2",-8.37320467399881,"nonmatch",20,-3.6364365857642,"nonmatch"
"39","1","2",-10.100661178557,"nonmatch",20,-4.38666141342169,"nonmatch"
"40","1","2",-4.84899763281103,"nonmatch",20,-2.10589291469176,"nonmatch"
"41","1","2",-9.21301983826362,"nonmatch",20,-4.00116367742308,"nonmatch"
"42","1","2",-10.5010350408561,"nonmatch",20,-4.5605415725165,"nonmatch"
"43","1","2",-8.84870251215771,"nonmatch",20,-3.84294267303353,"nonmatch"
"44","1","2",-7.18460894562181,"nonmatch",20,-3.12023601971629,"nonmatch"
"45","1","2",-5.11058654978554,"nonmatch",20,-2.21949953786084,"nonmatch"
"46","1","2",-9.78291631562541,"nonmatch",20,-4.24866657279741,"nonmatch"
"47","1","2",-9.67103738016847,"nonmatch",20,-4.20007816848725,"nonmatch"
"48","1","2",-7.56115541743654,"nonmatch",20,-3.28376807460557,"nonmatch"
"49","1","2",-11.0242367558419,"nonmatch",20,-4.78776519025713,"nonmatch"
"50","1","2",-11.1353951293392,"nonmatch",20,-4.83604065848436,"nonmatch"
"51","1","2",-10.1832468949847,"nonmatch",20,-4.42252793435028,"nonmatch"
"52","1","2",-10.2189362352229,"nonmatch",20,-4.43802761787848,"nonmatch"
"53","1","2",-8.30842859461493,"nonmatch",20,-3.60830469192845,"nonmatch"
"54","1","2",-10.2917788127153,"nonmatch",20,-4.46966274733104,"nonmatch"
"55","1","2",-11.7929894855004,"nonmatch",20,-5.12163025869588,"nonmatch"
"56","1","2",-12.1118151726075,"nonmatch",20,-5.26009449529551,"nonmatch"
"57","1","2",-11.6885705758161,"nonmatch",20,-5.07628170241363,"nonmatch"
"58","1","2",-7.35684722098941,"nonmatch",20,-3.19503815228097,"nonmatch"
"59","1","2",-10.4313539590461,"nonmatch",20,-4.53027946319338,"nonmatch"
"60","1","2",-10.9999605764736,"nonmatch",20,-4.77722217951581,"nonmatch"
"61","1","2",-9.69704346224666,"nonmatch",20,-4.21137246642973,"nonmatch"
"62","1","2",-10.2176034605546,"nonmatch",20,-4.43744880119445,"nonmatch"
"63","1","2",-11.074318756227,"nonmatch",20,-4.80951552666708,"nonmatch"
"64","1","2",-10.8122744071724,"nonmatch",20,-4.69571111185873,"nonmatch"
"65","1","2",-12.2083558477367,"nonmatch",20,-5.30202157778333,"nonmatch"
"66","1","2",-10.0540084615424,"nonmatch",20,-4.36640039585649,"nonmatch"
"67","1","2",-9.01208521015926,"nonmatch",20,-3.91389887721407,"nonmatch"
"68","1","2",-8.72231590842173,"nonmatch",20,-3.78805366844451,"nonmatch"
"69","1","2",-6.97154505750939,"nonmatch",20,-3.02770354881622,"nonmatch"
"70","1","2",-7.82245032756053,"nonmatch",20,-3.39724701222182,"nonmatch"
"71","1","2",-10.0619212847279,"nonmatch",20,-4.36983689130221,"nonmatch"
"72","1","2",-12.1108539440138,"nonmatch",20,-5.25967703902145,"nonmatch"
"73","1","2",-11.0562968412826,"nonmatch",20,-4.80168870845338,"nonmatch"
"74","1","2",-11.7818873179801,"nonmatch",20,-5.11680864860468,"nonmatch"
"75","1","2",-11.4775949582902,"nonmatch",20,-4.98465615590601,"nonmatch"
"76","1","2",-11.6872775569716,"nonmatch",20,-5.07572015146446,"nonmatch"
"77","1","2",-9.65751351700909,"nonmatch",20,-4.19420482934311,"nonmatch"
"78","1","2",-12.4655359070273,"nonmatch",20,-5.41371345838881,"nonmatch"
"79","1","2",-11.8829873844284,"nonmatch",20,-5.1607158495832,"nonmatch"
"80","1","2",-11.6321865454137,"nonmatch",20,-5.0517944291424,"nonmatch"
"81","1","2",-12.3679147947112,"nonmatch",20,-5.37131714799266,"nonmatch"
"82","1","2",28.4932584050636,"match",20,12.3744648967626,"match"
"83","1","2",20.9657447122816,"match",20,9.10530723753619,"match"
"84","1","2",15.9340237399741,"match",20,6.92005858478616,"match"
"85","1","2",10.6445531832554,"match",20,4.62287070981352,"match"
"86","1","2",15.4250539924154,"match",20,6.69901583196575,"match"
"87","1","2",14.8840553886051,"match",20,6.46406312361353,"match"
"88","1","2",20.9611123586568,"match",20,9.10329543191871,"match"
"89","1","2",11.2825567394422,"match",20,4.89995213370011,"match"
"90","1","2",19.9083639122404,"match",20,8.64609259080785,"match"
"91","1","2",33.3332772483412,"match",20,14.4764583727058,"match"
"92","1","2",-10.8628607373762,"nonmatch",20,-4.71768047592599,"nonmatch"
"93","1","2",-4.73427278219564,"nonmatch",20,-2.05606854513232,"nonmatch"
"94","1","2",-11.38515324337,"nonmatch",20,-4.9445092292185,"nonmatch"
"95","1","2",-9.70466147385999,"nonmatch",20,-4.21468092683647,"nonmatch"
"96","1","2",-12.3916509721648,"nonmatch",20,-5.38162563888225,"nonmatch"
"97","1","2",-10.8551434182991,"nonmatch",20,-4.71432888683569,"nonmatch"
"98","1","2",-9.77805647913148,"nonmatch",20,-4.24655597262514,"nonmatch"
"99","1","2",-8.57603452791483,"nonmatch",20,-3.72452447208517,"nonmatch"
"100","1","2",-10.1527355059189,"nonmatch",20,-4.4092770064438,"nonmatch"
"101","1","2",-11.624604504283,"nonmatch",20,-5.04850159051781,"nonmatch"
"102","1","2",-11.1434369774869,"nonmatch",20,-4.8395331887592,"nonmatch"
"103","1","2",-10.6717116188051,"nonmatch",20,-4.63466546850987,"nonmatch"
"104","1","2",-10.5367457730692,"nonmatch",20,-4.57605054646135,"nonmatch"
"105","1","2",-12.1945351778222,"nonmatch",20,-5.29601933710326,"nonmatch"
"106","1","2",-11.4111892259207,"nonmatch",20,-4.95581651277121,"nonmatch"
"107","1","2",-4.99923431841177,"nonmatch",20,-2.1711398782276,"nonmatch"
"108","1","2",-11.5746314468468,"nonmatch",20,-5.0267985674294,"nonmatch"
"109","1","2",-9.67863829579757,"nonmatch",20,-4.20337920420238,"nonmatch"
"110","1","2",-3.2173575189316,"nonmatch",20,-1.39728061678193,"nonmatch"
"111","1","2",-10.5394810208855,"nonmatch",20,-4.57723844949464,"nonmatch"
"112","1","2",-7.91265741330738,"nonmatch",20,-3.43642345179025,"nonmatch"
"113","1","2",-8.99367105477007,"nonmatch",20,-3.90590171113964,"nonmatch"
"114","1","2",-12.5065933297758,"nonmatch",20,-5.43154447052966,"nonmatch"
"115","1","2",-7.25035797247397,"nonmatch",20,-3.14879045926869,"nonmatch"
"116","1","2",-10.9750794766705,"nonmatch",20,-4.76641645516765,"nonmatch"
"117","1","2",-10.0727754380119,"nonmatch",20,-4.37455079017919,"nonmatch"
"118","1","2",-8.17866130552524,"nonmatch",20,-3.55194747434526,"nonmatch"
"119","1","2",-10.3873270304518,"nonmatch",20,-4.51115881104972,"nonmatch"
"120","1","2",-9.69330236974152,"nonmatch",20,-4.20974773059846,"nonmatch"
"121","1","2",-8.30533737210758,"nonmatch",20,-3.60696219105118,"nonmatch"
"122","1","2",-4.38609022901283,"nonmatch",20,-1.90485478359004,"nonmatch"
"123","1","2",-8.82623776794254,"nonmatch",20,-3.83318635858352,"nonmatch"
"124","1","2",-8.98131997932579,"nonmatch",20,-3.90053770722862,"nonmatch"
"125","1","2",-9.60397018159388,"nonmatch",20,-4.17095125422959,"nonmatch"
"126","1","2",-10.3364774032235,"nonmatch",20,-4.48907509853764,"nonmatch"
"127","1","2",-4.71287754237631,"nonmatch",20,-2.04677671053979,"nonmatch"
"128","1","2",-9.00549480425496,"nonmatch",20,-3.91103670029633,"nonmatch"
"129","1","2",-7.56410938321377,"nonmatch",20,-3.28505096564235,"nonmatch"
"130","1","2",-11.3050527946814,"nonmatch",20,-4.90972204635506,"nonmatch"
"131","1","2",-4.8250043192561,"nonmatch",20,-2.09547275101228,"nonmatch"
"132","1","2",-11.4253852537095,"nonmatch",20,-4.96198176930483,"nonmatch"
"133","1","2",-11.0869417889326,"nonmatch",20,-4.81499764011598,"nonmatch"
"134","1","2",-9.30375425114753,"nonmatch",20,-4.04056913225729,"nonmatch"
"135","1","2",-9.756079622009,"nonmatch",20,-4.23701154484727,"nonmatch"
"136","1","2",-9.11323149611261,"nonmatch",20,-3.95782615106862,"nonmatch"
"137","1","2",-11.3749088935367,"nonmatch",20,-4.94006016461519,"nonmatch"
"138","1","2",-10.5434159438289,"nonmatch",20,-4.57894736481567,"nonmatch"
"139","1","2",-11.9335712620542,"nonmatch",20,-5.18268414850936,"nonmatch"
"140","1","2",-10.2264211940097,"nonmatch",20,-4.44127829417688,"nonmatch"
"141","1","2",-11.1697058643493,"nonmatch",20,-4.8509416213693,"nonmatch"
"142","1","2",-4.9220711704872,"nonmatch",20,-2.13762834887767,"nonmatch"
"143","1","2",-10.6510047879955,"nonmatch",20,-4.62567260615158,"nonmatch"
"144","1","2",-11.9955437372004,"nonmatch",20,-5.20959845249526,"nonmatch"
"145","1","2",-12.5352176592759,"nonmatch",20,-5.44397585887972,"nonmatch"
"146","1","2",-9.9591725816861,"nonmatch",20,-4.32521369654844,"nonmatch"
"147","1","2",-11.4839376796677,"nonmatch",20,-4.98741076480052,"nonmatch"
"148","1","2",-9.89289010908328,"nonmatch",20,-4.29642758445013,"nonmatch"
"149","1","2",-11.1286126874513,"nonmatch",20,-4.83309508139862,"nonmatch"
"150","1","2",-11.8489861384094,"nonmatch",20,-5.14594929605932,"nonmatch"
"151","1","2",-10.1095775396899,"nonmatch",20,-4.39053373986037,"nonmatch"
"152","1","2",-12.1464943397471,"nonmatch",20,-5.27515546622124,"nonmatch"
"153","1","2",-11.59521907281,"nonmatch",20,-5.03573965978073,"nonmatch"
"154","1","2",-9.00164510039639,"nonmatch",20,-3.9093647951536,"nonmatch"
"155","1","2",-8.01603434867881,"nonmatch",20,-3.48131948437813,"nonmatch"
"156","1","2",-9.03966698159134,"nonmatch",20,-3.92587748834814,"nonmatch"
"157","1","2",-9.70717615729044,"nonmatch",20,-4.21577303997405,"nonmatch"
"158","1","2",-12.1087033965504,"nonmatch",20,-5.25874306812499,"nonmatch"
"159","1","2",-10.5670063182709,"nonmatch",20,-4.58919253426185,"nonmatch"
"160","1","2",-10.5856015445812,"nonmatch",20,-4.59726833843815,"nonmatch"
"161","1","2",-10.5648505493169,"nonmatch",20,-4.58825629570087,"nonmatch"
"162","1","2",-8.77448499447294,"nonmatch",20,-3.81071041464248,"nonmatch"
"163","1","2",-11.6678352917299,"nonmatch",20,-5.06727648295431,"nonmatch"
"164","1","2",-10.5980713552432,"nonmatch",20,-4.60268390839903,"nonmatch"
"165","1","2",-11.3712058134408,"nonmatch",20,-4.93845193736352,"nonmatch"
"166","1","2",-10.3837373436249,"nonmatch",20,-4.50959982986905,"nonmatch"
"167","1","2",-12.1426110930085,"nonmatch",20,-5.27346899359079,"nonmatch"
"168","1","2",-9.76019035907623,"nonmatch",20,-4.23879681527212,"nonmatch"
"169","1","2",-11.2437833635461,"nonmatch",20,-4.88311307050365,"nonmatch"
"170","1","2",-11.4466540914848,"nonmatch",20,-4.97121870818712,"nonmatch"
"171","1","2",-10.4911747693546,"nonmatch",20,-4.55625931101334,"nonmatch"
"172","1","2",-9.95103412158421,"nonmatch",20,-4.321679208235,"nonmatch"
"173","1","2",-9.72966789064098,"nonmatch",20,-4.22554107565663,"nonmatch"
"174","1","2",-6.37205670204262,"nonmatch",20,-2.76734906407174,"nonmatch"
"175","1","2",-10.2447201482191,"nonmatch",20,-4.44922542901462,"nonmatch"
"176","1","2",-8.25907107689442,"nonmatch",20,-3.58686899434199,"nonmatch"
"177","1","2",-9.02207367947559,"nonmatch",20,-3.91823681432082,"nonmatch"
"178","1","2",-11.675770996843,"nonmatch",20,-5.07072291589495,"nonmatch"
"179","1","2",-10.6616724603426,"nonmatch",20,-4.63030551738666,"nonmatch"
"180","1","2",-10.2461494091244,"nonmatch",20,-4.44984614913899,"nonmatch"
"181","1","2",-11.3988759376229,"nonmatch",20,-4.95046891960939,"nonmatch"
"182","1","2",28.9909595442957,"match",20,12.590613755168,"match"
"183","1","2",15.8985680720729,"match",20,6.90466038386446,"match"
"184","1","2",25.93869007011,"match",20,11.2650299652474,"match"
"185","1","2",34.3503545949521,"match",20,14.9181694520077,"match"
"186","1","2",31.3320375731624,"match",20,13.6073310248098,"match"
"187","1","2",30.8622111767126,"match",20,13.4032880133792,"match"
"188","1","2",34.1227760153031,"match",20,14.8193333306668,"match"
"189","1","2",24.2601717216004,"match",20,10.5360587087164,"match"
"190","1","2",29.2394750630432,"match",20,12.6985426736274,"match"
"191","1","2",21.4811655271762,"match",20,9.32915165330298,"match"
"192","1","2",-8.50863686134196,"nonmatch",20,-3.69525403739942,"nonmatch"
"193","1","2",-11.9442377200184,"nonmatch",20,-5.18731653234469,"nonmatch"
"194","1","2",-11.5360506730137,"nonmatch",20,-5.01004315024613,"nonmatch"
"195","1","2",-11.1707620162343,"nonmatch",20,-4.85140030230502,"nonmatch"
"196","1","2",-12.5178884011979,"nonmatch",20,-5.43644985772096,"nonmatch"
"197","1","2",-9.48277032188887,"nonmatch",20,-4.11831482395226,"nonmatch"
"198","1","2",-11.7671061172516,"nonmatch",20,-5.11038925469236,"nonmatch"
"199","1","2",-10.6540865398527,"nonmatch",20,-4.62701099397774,"nonmatch"
"200","1","2",-9.3360627497773,"nonmatch",20,-4.05460053493078,"nonmatch"
"201","1","2",-10.9611869637265,"nonmatch",20,-4.76038301345629,"nonmatch"
"202","1","2",-11.2212712957261,"nonmatch",20,-4.87333620367318,"nonmatch"
"203","1","2",-11.8488136448488,"nonmatch",20,-5.14587438305779,"nonmatch"
"204","1","2",-9.77709345972024,"nonmatch",20,-4.24613773860887,"nonmatch"
"205","1","2",-10.911482567966,"nonmatch",20,-4.73879666865117,"nonmatch"
"206","1","2",-11.7350974799495,"nonmatch",20,-5.09648808013884,"nonmatch"
"207","1","2",-11.5498168893053,"nonmatch",20,-5.01602174201825,"nonmatch"
"208","1","2",-10.6753549294745,"nonmatch",20,-4.63624773822943,"nonmatch"
"209","1","2",-11.5396303855299,"nonmatch",20,-5.01159779963873,"nonmatch"
"210","1","2",-11.9293498128487,"nonmatch",20,-5.18085079641376,"nonmatch"
"211","1","2",-12.1002053476529,"nonmatch",20,-5.25505241238189,"nonmatch"
"212","1","2",-10.0259261820638,"nonmatch",20,-4.35420441683964,"nonmatch"
"213","1","2",-9.48498803294178,"nonmatch",20,-4.119277963625,"nonmatch"
"214","1","2",-9.88113271873394,"nonmatch",20,-4.29132141469982,"nonmatch"
"215","1","2",-11.8106912488566,"nonmatch",20,-5.12931803684143,"nonmatch"
"216","1","2",-8.70745522152439,"nonmatch",20,-3.7815997541277,"nonmatch"
"217","1","2",-11.9814169212037,"nonmatch",20,-5.20346325426101,"nonmatch"
