"","model","k","classes","match","df","logodds","matching"
"1","1","2",9.63720548758484,"match",3,4.18538516422583,"match"
"2","1","2",10.4855832758566,"match",3,4.55383095624154,"match"
"3","1","2",7.16405863417692,"match",3,3.11131113285438,"match"
"4","1","2",7.9042052473199,"match",3,3.43275272274176,"match"
"5","1","2",7.00842406388226,"match",3,3.04371989778203,"match"
"6","1","2",11.3581498530995,"match",3,4.93278180583136,"match"
"7","1","2",10.2609722824612,"match",3,4.45628364123513,"match"
"8","1","2",7.14672265174496,"match",3,3.10378221134581,"match"
"9","1","2",10.5840493772111,"match",3,4.59659424071431,"match"
"10","1","2",-6.08959845907427,"nonmatch",3,-2.6446790077825,"nonmatch"
"11","1","2",-6.69391472498327,"nonmatch",3,-2.90713022739116,"nonmatch"
"12","1","2",-7.45123655468096,"nonmatch",3,-3.23603091905374,"nonmatch"
"13","1","2",-5.61017783369058,"nonmatch",3,-2.43646927566776,"nonmatch"
"14","1","2",-7.94820335293923,"nonmatch",3,-3.45186085722643,"nonmatch"
"15","1","2",-5.61582590970626,"nonmatch",3,-2.43892220391474,"nonmatch"
"16","1","2",-5.97553797705482,"nonmatch",3,-2.59514316983823,"nonmatch"
"17","1","2",-8.381778559435,"nonmatch",3,-3.64016017689761,"nonmatch"
"18","1","2",-7.2131843635688,"nonmatch",3,-3.13264616604875,"nonmatch"
"19","1","2",-8.45154617184216,"nonmatch",3,-3.6704598659816,"nonmatch"
"20","1","2",-4.71722537063659,"nonmatch",3,-2.04866494836149,"nonmatch"
"21","1","2",-7.18621983839717,"nonmatch",3,-3.12093562155957,"nonmatch"
"22","1","2",-7.23865814758755,"nonmatch",3,-3.14370928988129,"nonmatch"
"23","1","2",-8.4943006300611,"nonmatch",3,-3.68902789126285,"nonmatch"
"24","1","2",-6.03788853798775,"nonmatch",3,-2.62222167439497,"nonmatch"
"25","1","2",-9.42886374491851,"nonmatch",3,-4.09490349503574,"nonmatch"
"26","1","2",-5.72622714494878,"nonmatch",3,-2.48686885117587,"nonmatch"
"27","1","2",-9.68208964886971,"nonmatch",3,-4.20487810779671,"nonmatch"
"28","1","2",-6.27016435076657,"nonmatch",3,-2.72309777816441,"nonmatch"
"29","1","2",-7.21174207870795,"nonmatch",3,-3.13201978969235,"nonmatch"
"30","1","2",-7.22354558696585,"nonmatch",3,-3.13714598819585,"nonmatch"
"31","1","2",-8.55563497245534,"nonmatch",3,-3.71566505771584,"nonmatch"
"32","1","2",-8.20011426362767,"nonmatch",3,-3.56126437566964,"nonmatch"
"33","1","2",-9.23631910068409,"nonmatch",3,-4.01128241852471,"nonmatch"
"34","1","2",-6.75488277569704,"nonmatch",3,-2.93360831538855,"nonmatch"
"35","1","2",-4.28383571966637,"nonmatch",3,-1.86044621443115,"nonmatch"
"36","1","2",-6.44662363811831,"nonmatch",3,-2.79973307294185,"nonmatch"
"37","1","2",-3.94329161809808,"nonmatch",3,-1.71254979027534,"nonmatch"
"38","1","2",-5.57228309079665,"nonmatch",3,-2.42001179793578,"nonmatch"
"39","1","2",-6.53788245612909,"nonmatch",3,-2.83936627402894,"nonmatch"
"40","1","2",-3.92138818893368,"nonmatch",3,-1.70303725185448,"nonmatch"
"41","1","2",-5.76081698095655,"nonmatch",3,-2.50189102608398,"nonmatch"
"42","1","2",-6.7001300655391,"nonmatch",3,-2.90982951549771,"nonmatch"
"43","1","2",-6.75645641192274,"nonmatch",3,-2.93429173691789,"nonmatch"
"44","1","2",-5.8006291081982,"nonmatch",3,-2.51918121325786,"nonmatch"
"45","1","2",-3.39860789606837,"nonmatch",3,-1.47599665541532,"nonmatch"
"46","1","2",-7.58037066583106,"nonmatch",3,-3.29211315095171,"nonmatch"
"47","1","2",-6.37708845511271,"nonmatch",3,-2.76953432666438,"nonmatch"
"48","1","2",-5.82831145912808,"nonmatch",3,-2.53120350551281,"nonmatch"
"49","1","2",-7.57346474812802,"nonmatch",3,-3.2891139490008,"nonmatch"
"50","1","2",-6.97482569011077,"nonmatch",3,-3.02912830945215,"nonmatch"
"51","1","2",-7.83548722828716,"nonmatch",3,-3.40290886626852,"nonmatch"
"52","1","2",-7.79198806146338,"nonmatch",3,-3.38401741814956,"nonmatch"
"53","1","2",-5.58934886589675,"nonmatch",3,-2.42742336989116,"nonmatch"
"54","1","2",-7.99355563730931,"nonmatch",3,-3.47155710407006,"nonmatch"
"55","1","2",-8.47001546120497,"nonmatch",3,-3.67848097643655,"nonmatch"
"56","1","2",-9.66455323162753,"nonmatch",3,-4.19726213855608,"nonmatch"
"57","1","2",-9.44082155875613,"nonmatch",3,-4.10009670760104,"nonmatch"
"58","1","2",-5.12377680222354,"nonmatch",3,-2.22522799170957,"nonmatch"
"59","1","2",-6.88627397080652,"nonmatch",3,-2.99067078639526,"nonmatch"
"60","1","2",-7.39870213823376,"nonmatch",3,-3.21321551188071,"nonmatch"
"61","1","2",-6.44402417479989,"nonmatch",3,-2.79860414036675,"nonmatch"
"62","1","2",-6.70160276788636,"nonmatch",3,-2.91046910200061,"nonmatch"
"63","1","2",-7.86471705585913,"nonmatch",3,-3.41560321909001,"nonmatch"
"64","1","2",-7.46821482535663,"nonmatch",3,-3.24340448832044,"nonmatch"
"65","1","2",-8.58113086612187,"nonmatch",3,-3.7267377836464,"nonmatch"
"66","1","2",-6.44174140936102,"nonmatch",3,-2.79761274793317,"nonmatch"
"67","1","2",-6.83637837765083,"nonmatch",3,-2.96900140561646,"nonmatch"
"68","1","2",-6.85221811781863,"nonmatch",3,-2.97588051736612,"nonmatch"
"69","1","2",-4.78876458877067,"nonmatch",3,-2.0797340360368,"nonmatch"
"70","1","2",-5.85902668773856,"nonmatch",3,-2.54454295980874,"nonmatch"
"71","1","2",-7.95098271378418,"nonmatch",3,-3.45306791830461,"nonmatch"
"72","1","2",-9.87137276004089,"nonmatch",3,-4.28708271849583,"nonmatch"
"73","1","2",-7.97533572761625,"nonmatch",3,-3.46364429782959,"nonmatch"
"74","1","2",-8.34864750250077,"nonmatch",3,-3.62577154169145,"nonmatch"
"75","1","2",-9.24134839473856,"nonmatch",3,-4.01346661318043,"nonmatch"
"76","1","2",-9.4206845442286,"nonmatch",3,-4.09135131330973,"nonmatch"
"77","1","2",-5.81109410235509,"nonmatch",3,-2.52372610247334,"nonmatch"
"78","1","2",-9.23040383543878,"nonmatch",3,-4.00871345146967,"nonmatch"
"79","1","2",-9.69150055381307,"nonmatch",3,-4.20896521188333,"nonmatch"
"80","1","2",-8.05873489260689,"nonmatch",3,-3.49986409498037,"nonmatch"
"81","1","2",-9.7233804517274,"nonmatch",3,-4.22281047563116,"nonmatch"
"82","1","2",10.3124970573898,"match",3,4.47866056666791,"match"
"83","1","2",7.09765447155571,"match",3,3.08247217145259,"match"
"84","1","2",4.824609797243,"match",3,2.095301412279,"match"
"85","1","2",2.68373731591119,"match",3,1.16553230717807,"match"
"86","1","2",4.41698667352779,"match",3,1.91827293895332,"match"
"87","1","2",4.04039568462258,"match",3,1.7547215505373,"match"
"88","1","2",6.61587165283545,"match",3,2.87323655180658,"match"
"89","1","2",3.19016491799765,"match",3,1.38547102024772,"match"
"90","1","2",6.12355583365799,"match",3,2.65942650818413,"match"
"91","1","2",11.4255006511812,"match",3,4.96203188579002,"match"
"92","1","2",-8.37338949632091,"nonmatch",3,-3.63651685307882,"nonmatch"
"93","1","2",-4.15775796745133,"nonmatch",3,-1.80569134235339,"nonmatch"
"94","1","2",-8.52122344651725,"nonmatch",3,-3.70072032188705,"nonmatch"
"95","1","2",-7.78715522185755,"nonmatch",3,-3.38191854257683,"nonmatch"
"96","1","2",-8.87985645754246,"nonmatch",3,-3.85647265960365,"nonmatch"
"97","1","2",-8.3786764464369,"nonmatch",3,-3.63881294634029,"nonmatch"
"98","1","2",-7.07349124701609,"nonmatch",3,-3.07197821637004,"nonmatch"
"99","1","2",-6.60615367245186,"nonmatch",3,-2.86901608655075,"nonmatch"
"100","1","2",-7.8452072927768,"nonmatch",3,-3.40713023664011,"nonmatch"
"101","1","2",-9.09921494523265,"nonmatch",3,-3.95173884036614,"nonmatch"
"102","1","2",-8.34699815048654,"nonmatch",3,-3.62505523721295,"nonmatch"
"103","1","2",-8.35051855589776,"nonmatch",3,-3.62658412985711,"nonmatch"
"104","1","2",-7.35539371933267,"nonmatch",3,-3.19440690453201,"nonmatch"
"105","1","2",-9.22848271203757,"nonmatch",3,-4.00787911817747,"nonmatch"
"106","1","2",-8.47232294171945,"nonmatch",3,-3.67948310249108,"nonmatch"
"107","1","2",-4.38313058826914,"nonmatch",3,-1.90356942794664,"nonmatch"
"108","1","2",-8.24195732135053,"nonmatch",3,-3.57943658474464,"nonmatch"
"109","1","2",-7.54721173029819,"nonmatch",3,-3.27771240822399,"nonmatch"
"110","1","2",-2.77319367027325,"nonmatch",3,-1.2043827082487,"nonmatch"
"111","1","2",-8.34340295226378,"nonmatch",3,-3.62349386246346,"nonmatch"
"112","1","2",-6.33855979307139,"nonmatch",3,-2.75280154134472,"nonmatch"
"113","1","2",-7.21109993072473,"nonmatch",3,-3.13174090836667,"nonmatch"
"114","1","2",-9.46445448311693,"nonmatch",3,-4.11036035624218,"nonmatch"
"115","1","2",-5.92464754889342,"nonmatch",3,-2.57304173770604,"nonmatch"
"116","1","2",-7.29627477211664,"nonmatch",3,-3.16873187198016,"nonmatch"
"117","1","2",-7.56929719657815,"nonmatch",3,-3.28730400435964,"nonmatch"
"118","1","2",-6.70213759037588,"nonmatch",3,-2.9107013724566,"nonmatch"
"119","1","2",-8.19410223352086,"nonmatch",3,-3.55865338416922,"nonmatch"
"120","1","2",-7.72286709672252,"nonmatch",3,-3.35399856457878,"nonmatch"
